title,skills,level,rating,platform,combined_features
Complete Python and Java Programming BUNDLE [new],Learn Java and Python Programming from Beginner to Professional | Write code in Python and Java,Intermediate,3.0,Udemy,Complete Python and Java Programming BUNDLE [new] Learn Java and Python Programming from Beginner to Professional | Write code in Python and Java All Levels
"Text Mining, Scraping and Sentiment Analysis with R",Learn how to use Twitter social media data for your R text mining work.,Advanced,3.8,Udemy,"Text Mining, Scraping and Sentiment Analysis with R Learn how to use Twitter social media data for your R text mining work. Expert"
C#  Simply Master in Less Than a Day,Innovative easy way of teaching that will enable you to learn and master C# in ASP.NET,Intermediate,3.8,Udemy,C#  Simply Master in Less Than a Day Innovative easy way of teaching that will enable you to learn and master C# in ASP.NET All Levels
Microsoft 70-742: Identity in Windows Server 2016,Identity with Windows Server 2016 Online Training Series,Intermediate,4.6,Udemy,Microsoft 70-742: Identity in Windows Server 2016 Identity with Windows Server 2016 Online Training Series All Levels
How To Build A Cash Buyers List For Wholesale Real Estate,Helping You Create A Real Estate Cash Buyers List For Profitable Wholesale Real Estate Deals,Intermediate,4.6,Udemy,How To Build A Cash Buyers List For Wholesale Real Estate Helping You Create A Real Estate Cash Buyers List For Profitable Wholesale Real Estate Deals All Levels
Bearish Option Trading Strategies for Different IV Scenarios,"Long Put, Short Call, Bearish Spreads, Calendar, Diagonal, Broken Wing Butterfly, Ratio Spread, Low IV and High IV",Intermediate,3.8,Udemy,"Bearish Option Trading Strategies for Different IV Scenarios Long Put, Short Call, Bearish Spreads, Calendar, Diagonal, Broken Wing Butterfly, Ratio Spread, Low IV and High IV Intermediate"
Modern Copywriting: Writing copy that sells in 2023,Learn how to strategically deliver words that get people to take action using the art and science of copywriting.,Intermediate,4.5,Udemy,Modern Copywriting: Writing copy that sells in 2023 Learn how to strategically deliver words that get people to take action using the art and science of copywriting. All Levels
Google Project Management (DE),"{"" Design and Product"","" Microsoft Excel"","" Software Engineering"","" Leadership and Management"","" Business Analysis"","" Business Design"","" Data Analysis"","" Marketing Design"","" Creativity"","" Persona Research"","" Customer Analysis""}",Beginner,4.2,Coursera,"Google Project Management (DE) {"" Design and Product"","" Microsoft Excel"","" Software Engineering"","" Leadership and Management"","" Business Analysis"","" Business Design"","" Data Analysis"","" Marketing Design"","" Creativity"","" Persona Research"","" Customer Analysis""} Beginner "
Create a complete 2D Platformer game with Godot engine 3,"Learn how create a fun 2D Platformer game like Hollow Knight, Metroid dread or Celeste using Godot Engine!",Intermediate,4.2,Udemy,"Create a complete 2D Platformer game with Godot engine 3 Learn how create a fun 2D Platformer game like Hollow Knight, Metroid dread or Celeste using Godot Engine! All Levels"
Specialize in QA Manual Testing with Live Project+AGILE+JIRA,"Manual Testing QA course with REAL Manual Software Testing PROJECTS, AGILE, JIRA, 100+ INTERVIEW QUES., Lifetime support",Beginner,4.5,Udemy,"Specialize in QA Manual Testing with Live Project+AGILE+JIRA Manual Testing QA course with REAL Manual Software Testing PROJECTS, AGILE, JIRA, 100+ INTERVIEW QUES., Lifetime support Beginner"
Drupal Fast Start: Learn Drupal in Less Than 2 Hours!,Watch my step-by-step Drupal tutorials and learn how to build your Drupal site from scratch!,Intermediate,4.4,Udemy,Drupal Fast Start: Learn Drupal in Less Than 2 Hours! Watch my step-by-step Drupal tutorials and learn how to build your Drupal site from scratch! All Levels
Complete AWS ECS Bootcamp (Beginner friendly),"Learn How To Deploy Containers To Production Using ECR/ECS, RDS, End-to-End CI/CD Pipeline with CodePipeline, Route53...",Intermediate,4.0,Udemy,"Complete AWS ECS Bootcamp (Beginner friendly) Learn How To Deploy Containers To Production Using ECR/ECS, RDS, End-to-End CI/CD Pipeline with CodePipeline, Route53... All Levels"
ASP.NET Core Identity - User Security Essentials,We take a deep dive into Identity for ASP.NET Core (.NET 5 and up) and authentication and authorization best practices,Intermediate,4.6,Udemy,ASP.NET Core Identity - User Security Essentials We take a deep dive into Identity for ASP.NET Core (.NET 5 and up) and authentication and authorization best practices All Levels
Modern Deliverability for Cold Email,Everything you need to know to consistently get over 60% open rates for cold email today.,Intermediate,4.1,Udemy,Modern Deliverability for Cold Email Everything you need to know to consistently get over 60% open rates for cold email today. All Levels
Develop Discord Bots in Python - Ultimate Course,Learn how to create practical and useful Discord Bots for everyday usage,Intermediate,4.6,Udemy,Develop Discord Bots in Python - Ultimate Course Learn how to create practical and useful Discord Bots for everyday usage All Levels
Reactive Programming in iOS with RxSwift,Learn how to use Reactive Extensions for Swift and Cocoa Touch,Intermediate,4.1,Udemy,Reactive Programming in iOS with RxSwift Learn how to use Reactive Extensions for Swift and Cocoa Touch Intermediate
"Creating Team Vision, Mission & Values","Build a high-performing team with  clear, compelling, and concise Vision, Mission, and Values statements",Intermediate,4.5,Udemy,"Creating Team Vision, Mission & Values Build a high-performing team with  clear, compelling, and concise Vision, Mission, and Values statements Intermediate"
CFA Level 1 Ethical and Professional Standards,"Ethics course covering the CFA level I curriculum | Prof. James Forjan, PhD, CFA",Intermediate,4.4,Udemy,"CFA Level 1 Ethical and Professional Standards Ethics course covering the CFA level I curriculum | Prof. James Forjan, PhD, CFA All Levels"
MySQL Tutorial for Beginners | Learn MySQL,Master The Basics Of MySQL | Learn MySQL Step by Step | Learn MySQL Fundamentals,Beginner,3.7,Udemy,MySQL Tutorial for Beginners | Learn MySQL Master The Basics Of MySQL | Learn MySQL Step by Step | Learn MySQL Fundamentals Beginner
"YOLOv8: Object Detection, Tracking & Web App in Python 2023","YOLOv8, Train Custom Dataset, Object Detection, Segmentation, Tracking, Real World 17 + Projects & Web Apps in Python",Intermediate,4.4,Udemy,"YOLOv8: Object Detection, Tracking & Web App in Python 2023 YOLOv8, Train Custom Dataset, Object Detection, Segmentation, Tracking, Real World 17 + Projects & Web Apps in Python All Levels"
The Complete Ethical Hacking Course: Beginner to Advanced!,"Learn how to do ethical hacking, penetration testing, web testing, and wifi hacking using kali linux!",Intermediate,4.3,Udemy,"The Complete Ethical Hacking Course: Beginner to Advanced! Learn how to do ethical hacking, penetration testing, web testing, and wifi hacking using kali linux! All Levels"
Dealing with Change,Managing people's reactions and objections to Change,Intermediate,4.4,Udemy,Dealing with Change Managing people's reactions and objections to Change Intermediate
Computer Vision on Raspberry Pi - Beginner to Advanced,Build Real-World Computer Vision Applications on Raspberry Pi and Learn Basics of Neural Networks using Google Colab,Beginner,4.4,Udemy,Computer Vision on Raspberry Pi - Beginner to Advanced Build Real-World Computer Vision Applications on Raspberry Pi and Learn Basics of Neural Networks using Google Colab Beginner
Create Games With C# & WinForms (step by step for beginners),Project-based Learning: Create simple games using C# with WinForms (Windows Forms) without frameworks or libraries,Beginner,4.5,Udemy,Create Games With C# & WinForms (step by step for beginners) Project-based Learning: Create simple games using C# with WinForms (Windows Forms) without frameworks or libraries Beginner
"Technical Analysis : Stock Trading , Forex , Cryptocurrency","Complete Technical Analysis Price Action Course : Stock trading , Forex trading , Crypto Trading , Day Trading ,",Intermediate,4.8,Udemy,"Technical Analysis : Stock Trading , Forex , Cryptocurrency Complete Technical Analysis Price Action Course : Stock trading , Forex trading , Crypto Trading , Day Trading , All Levels"
Ruby Programming for Beginners,Learn Ruby Programming the fast and easy way!,Intermediate,4.3,Udemy,Ruby Programming for Beginners Learn Ruby Programming the fast and easy way! All Levels
Introduction to Data Engineering,"{"" Data Engineering"","" Data Management"","" Extract"","" Transform"","" Load"","" Databases"","" Network Security"","" Big Data"","" Data Warehousing"","" Leadership and Management"","" SQL"","" Data Science"","" NoSQL""}",Beginner,4.7,Coursera,"Introduction to Data Engineering {"" Data Engineering"","" Data Management"","" Extract"","" Transform"","" Load"","" Databases"","" Network Security"","" Big Data"","" Data Warehousing"","" Leadership and Management"","" SQL"","" Data Science"","" NoSQL""} Beginner "
AZ-204 Developing Solutions for Microsoft Azure Lab & Prep,This course is to help candidates to prepare AZ-204 exam with handpicked 60+ Lab & 100+ Exam Objective Tasks,Intermediate,4.5,Udemy,AZ-204 Developing Solutions for Microsoft Azure Lab & Prep This course is to help candidates to prepare AZ-204 exam with handpicked 60+ Lab & 100+ Exam Objective Tasks Intermediate
Effectively Lease Commercial Real Estate Properties,"Learn how to lease industrial, office, and retail properties with ease",Intermediate,4.6,Udemy,"Effectively Lease Commercial Real Estate Properties Learn how to lease industrial, office, and retail properties with ease All Levels"
Projects in Django and Python,Learn Web Programming in Django and Python Building Projects and Websites,Intermediate,3.8,Udemy,Projects in Django and Python Learn Web Programming in Django and Python Building Projects and Websites All Levels
"ChatGPT 2023: Code and Debug 10X Better, Faster, Stronger",Dive into the Generative AI Revolution and produce creative software content immediately.,Intermediate,4.6,Udemy,"ChatGPT 2023: Code and Debug 10X Better, Faster, Stronger Dive into the Generative AI Revolution and produce creative software content immediately. All Levels"
Linux System Programming - A programmers/Practical Approach,"Files, Memory and Process management, Fork, Signals, Threads, IPC - Pipes, FIFO, message Queue, Semaphores,Shared Memory",Intermediate,4.2,Udemy,"Linux System Programming - A programmers/Practical Approach Files, Memory and Process management, Fork, Signals, Threads, IPC - Pipes, FIFO, message Queue, Semaphores,Shared Memory All Levels"
Flutter Augmented Reality AR Furniture App using ARCore,Learn Flutter with Google's Augmented Reality ARCore and Build Android & iOS AR Applications using Flutter 2.8,Intermediate,3.9,Udemy,Flutter Augmented Reality AR Furniture App using ARCore Learn Flutter with Google's Augmented Reality ARCore and Build Android & iOS AR Applications using Flutter 2.8 Intermediate
Series 7: Fundamentals of Options,Helping you understand Options and How they Work,Beginner,4.9,Udemy,Series 7: Fundamentals of Options Helping you understand Options and How they Work Beginner
How to Day Trade for a Living: From Beginner to Pro,"How to Profitably Trade Stocks, Forex, Cryptocurrencies, Indices, Futures, Options, Commodities, NFTs, etc.",Beginner,4.5,Udemy,"How to Day Trade for a Living: From Beginner to Pro How to Profitably Trade Stocks, Forex, Cryptocurrencies, Indices, Futures, Options, Commodities, NFTs, etc. Beginner"
